Beautiful,Confusing,Courageous,Fascinating,Funny,Informative,Ingenious,Inspiring,Jaw-dropping,Longwinded,OK,Obnoxious,Persuasive,Unconvincing,talk_id,main_rating
43,3,96,12,3,60,0,191,25,11,36,10,56,17,774,talk_id
47,10,32,203,183,148,343,207,54,6,132,18,62,177,775,talk_id
127,21,37,262,26,688,49,363,24,14,191,28,374,204,776,talk_id
46,6,6,141,144,165,19,50,13,17,31,1,15,3,777,talk_id
2,37,1,108,9,281,45,65,15,29,225,38,43,175,778,talk_id
120,8,69,995,80,582,249,494,272,105,122,93,201,50,779,Fascinating
58,2,146,45,4,78,20,243,18,4,24,7,74,8,780,talk_id
25,6,132,147,544,262,293,426,56,12,31,10,289,7,781,talk_id
44,5,33,411,9,413,862,505,199,9,29,9,297,11,782,Ingenious
49,42,191,186,10,385,81,631,72,79,77,32,440,135,783,talk_id
22,0,13,94,0,129,37,70,26,18,17,5,46,4,784,talk_id
42,8,75,330,167,554,116,471,135,7,32,4,535,17,785,talk_id
985,84,1560,235,30,62,85,2153,329,49,219,133,190,194,786,Inspiring
155,10,41,641,133,502,160,300,132,16,98,9,190,26,787,talk_id
53,20,69,164,13,383,75,504,46,45,86,48,379,59,788,talk_id
6,1,25,26,0,229,39,80,13,13,58,6,123,4,789,talk_id
26,27,17,117,27,102,185,154,26,25,34,6,97,22,790,talk_id
496,18,72,189,426,23,245,607,74,45,49,19,39,39,791,talk_id
491,11,1254,47,18,88,16,944,163,7,26,9,137,8,792,Courageous
537,14,420,157,7,206,146,1535,125,44,63,37,374,38,793,Inspiring
14,56,5,317,171,502,85,107,26,68,141,12,101,113,794,talk_id
16,15,77,38,10,316,9,187,47,11,98,51,248,40,795,talk_id
57,21,159,88,418,148,67,256,30,34,100,7,126,30,796,talk_id
225,17,6,28,39,2,29,100,23,10,48,43,8,24,797,talk_id
38,6,56,141,6,127,160,484,82,27,24,17,138,38,798,talk_id
19,16,29,136,2,465,56,184,13,60,119,24,261,129,799,talk_id
10,19,23,26,22,165,16,154,8,40,92,25,181,63,800,talk_id
17,3,8,123,29,162,87,104,29,9,26,14,145,7,801,talk_id
679,22,14,344,8,6,214,250,205,48,72,14,14,26,802,talk_id
13,58,26,363,7,437,136,283,49,123,160,28,195,122,803,talk_id
16,19,46,109,1,299,616,128,42,32,111,5,328,93,804,talk_id
63,3,49,74,4,144,28,181,20,19,26,4,84,4,805,talk_id
26,29,16,393,39,260,258,108,163,20,24,8,58,11,806,talk_id
541,13,34,212,18,5,187,261,148,31,63,15,4,26,807,talk_id
84,8,198,137,6,184,231,705,31,38,48,3,236,16,808,talk_id
3,11,11,10,0,90,1,41,2,75,42,13,36,53,809,talk_id
174,12,1246,129,1,899,48,618,942,30,56,52,689,71,810,Courageous
5,14,119,34,0,175,31,192,44,39,44,13,196,44,811,talk_id
72,141,22,302,25,432,291,238,50,8,109,9,298,95,812,talk_id
49,27,160,270,55,522,296,715,69,96,147,32,828,127,813,Persuasive
614,32,23,758,137,594,244,334,125,71,149,20,367,178,814,talk_id
126,9,149,92,7,30,17,424,16,9,30,10,39,10,815,talk_id
399,11,156,262,11,100,218,722,98,11,47,27,91,49,816,talk_id
20,7,16,28,5,121,4,38,7,48,40,8,50,24,817,talk_id
8,17,9,20,78,204,10,22,13,90,122,295,104,130,818,talk_id
175,4,270,60,3,75,18,461,61,18,17,17,179,19,819,talk_id
131,56,506,643,596,1254,631,1776,117,230,584,95,1520,496,820,Inspiring
151,9,254,359,490,204,578,901,119,21,40,11,332,6,821,Inspiring
218,55,653,293,370,500,129,1187,359,37,179,263,670,811,822,Inspiring
357,27,313,369,30,333,285,1744,102,69,127,14,776,172,823,Inspiring
19,15,70,164,111,279,70,123,83,16,59,28,342,37,824,talk_id
32,3,50,294,6,155,505,310,131,6,15,0,107,0,825,talk_id
28,7,86,107,21,166,154,309,23,24,88,11,121,32,826,talk_id
72,12,205,79,55,132,48,447,44,10,34,27,262,56,827,talk_id
633,19,1555,234,62,322,77,2055,290,23,121,63,835,73,828,Inspiring
79,9,613,170,26,95,73,787,141,13,47,14,143,27,829,talk_id
27,43,77,179,40,375,16,240,59,63,97,359,170,286,830,talk_id
117,27,176,195,16,463,115,1042,42,54,142,26,547,51,831,Inspiring
188,12,371,196,702,593,98,488,36,71,187,69,177,86,832,talk_id
58,18,58,339,20,489,245,682,57,38,74,23,515,37,833,talk_id
280,27,330,1364,574,1460,893,1803,634,22,118,34,1452,41,834,Inspiring
391,3,172,285,40,197,16,376,240,2,15,2,131,7,835,talk_id
447,51,1149,466,171,1084,128,3817,236,52,228,86,1360,129,836,Inspiring
47,6,59,46,10,107,43,303,21,21,28,3,114,7,837,talk_id
7942,155,8280,4638,5225,4561,1094,21444,2100,283,500,113,3510,233,838,Inspiring
70,9,175,186,9,383,84,805,35,96,99,18,583,95,839,talk_id
147,76,216,126,1103,374,163,666,47,57,540,304,560,527,840,Funny
896,66,488,874,202,1208,135,1093,233,61,155,77,593,257,841,Informative
79,19,88,833,334,467,377,296,91,26,77,14,74,23,842,talk_id
60,4,441,182,5,634,203,433,299,17,34,10,480,26,843,talk_id
1285,17,569,596,861,143,156,4019,217,102,184,37,556,58,844,Inspiring
49,15,172,32,11,121,13,375,15,57,82,33,220,81,845,talk_id
125,40,41,563,143,461,222,324,72,39,256,23,189,107,846,talk_id
17,10,97,238,515,152,242,162,53,41,89,20,21,34,847,talk_id
305,24,239,102,30,113,77,962,16,82,149,59,369,133,848,Inspiring
16,15,202,174,8,582,80,315,63,52,145,52,524,165,849,talk_id
32,14,310,90,13,461,29,412,155,58,60,80,611,95,850,talk_id
223,7,312,73,9,23,5,480,195,43,30,37,24,11,851,talk_id
42,46,73,46,77,244,33,340,22,88,114,87,246,163,852,talk_id
33,10,2,312,5,183,149,95,245,10,21,2,20,6,853,talk_id
45,21,27,188,410,70,162,79,42,20,194,26,7,102,854,talk_id
81,29,134,812,68,1378,117,517,256,74,156,39,728,130,855,Informative
19,2,26,93,3,392,205,211,22,20,40,6,411,14,856,talk_id
101,18,100,64,766,66,99,462,14,15,177,11,110,71,857,talk_id
23,25,18,144,1,95,60,94,31,106,84,44,28,156,858,talk_id
112,12,114,25,26,10,9,278,16,38,32,9,32,7,859,talk_id
36,13,24,127,36,140,173,155,13,7,39,13,78,35,860,talk_id
11,13,14,90,52,126,51,277,17,58,147,13,94,60,861,talk_id
25,35,21,152,22,466,41,114,8,45,255,30,175,190,862,talk_id
73,23,59,715,124,610,96,851,116,38,98,27,493,98,863,talk_id
334,17,164,86,7,8,45,311,97,15,42,17,29,23,864,talk_id
448,16,446,401,981,426,213,3318,112,18,221,29,1360,47,865,Inspiring
51,14,18,366,48,264,196,287,73,53,123,35,115,112,866,talk_id
73,0,186,60,5,27,12,301,50,2,14,2,17,2,867,talk_id
154,8,71,796,10,512,1108,1321,358,11,36,8,573,14,868,Inspiring
244,4,14,207,175,4,49,83,216,38,44,30,5,11,869,talk_id
175,10,41,38,0,84,13,320,11,47,47,16,124,40,870,talk_id
153,26,32,1646,90,1367,351,497,273,21,141,23,294,37,871,Fascinating
294,13,307,108,4,109,27,864,54,73,102,6,261,44,872,talk_id
7,18,13,50,8,200,44,138,10,37,62,7,68,37,873,talk_id
68,4,175,126,215,121,22,507,38,12,28,32,137,15,874,talk_id
45,30,211,109,3,325,47,282,27,179,138,100,356,273,875,talk_id
16,8,67,169,3,179,34,104,93,11,31,6,43,5,876,talk_id
173,16,46,50,12,36,11,178,13,38,45,71,36,58,877,talk_id
5,5,24,143,11,161,150,84,41,18,39,4,107,15,878,talk_id
466,12,18,111,8,3,21,156,80,13,43,15,6,19,879,talk_id
128,9,227,128,4,217,31,666,78,19,42,16,194,24,880,talk_id
555,16,523,433,87,62,402,1335,386,19,50,28,191,27,881,Inspiring
105,7,327,125,8,118,20,677,41,13,67,14,107,19,882,talk_id
15,61,125,64,9,690,28,124,69,53,207,31,385,108,883,talk_id
91,10,111,635,6,396,457,544,873,9,38,17,49,14,884,talk_id
183,19,173,70,73,82,18,514,21,64,113,125,118,95,885,talk_id
243,29,258,1258,258,787,1971,2681,989,42,172,53,918,45,886,Inspiring
391,68,49,1330,31,583,832,588,970,96,110,29,85,83,887,Fascinating
15,13,27,41,8,183,155,139,17,14,53,7,135,23,888,talk_id
209,28,93,427,390,417,124,708,93,70,98,36,347,83,889,talk_id
183,31,28,525,43,343,72,199,90,91,110,23,74,66,890,talk_id
381,10,336,95,1003,43,76,2079,58,10,85,16,370,8,891,Inspiring
308,5,9,273,3,252,68,307,10,44,73,11,88,22,892,talk_id
4430,77,1266,1220,612,118,498,4986,1567,116,174,107,348,76,893,Inspiring
195,25,122,506,869,692,457,826,124,21,84,19,750,26,894,talk_id
145,20,44,199,279,253,41,203,22,34,157,51,84,117,895,talk_id
19,37,94,690,19,663,64,118,926,37,47,95,232,104,896,Jaw-dropping
98,15,101,294,11,163,381,508,278,15,90,44,54,73,897,talk_id
139,36,15,107,21,13,28,71,47,11,46,39,5,23,898,talk_id
275,13,214,278,149,400,111,1087,59,29,140,26,532,183,899,Inspiring
11,53,82,311,13,505,145,30,355,27,64,16,134,29,900,talk_id
370,12,19,337,77,75,417,215,342,29,53,17,21,13,901,talk_id
50,12,62,367,15,248,368,381,351,11,131,15,203,53,902,talk_id
1921,5,131,808,8,47,818,1803,1310,13,35,24,43,15,903,Beautiful
36,6,2,137,78,212,379,236,51,3,62,11,38,16,904,talk_id
87,24,553,201,36,295,21,1443,137,86,200,30,404,71,905,Inspiring
97,13,44,109,37,97,34,440,16,27,63,13,142,33,906,talk_id
33,38,281,279,939,283,465,312,53,48,91,37,194,50,907,Funny
172,0,147,186,19,45,414,822,297,0,13,5,67,4,908,talk_id
705,29,1203,262,93,39,22,2141,376,52,63,11,216,34,909,Inspiring
131,2,16,16,4,16,10,130,10,7,61,15,42,13,910,talk_id
526,66,82,2304,48,1726,345,1238,452,78,224,47,469,147,911,Fascinating
38,9,335,215,60,684,216,1230,76,9,144,10,1076,69,912,Inspiring
273,8,443,111,164,53,41,614,235,23,18,0,15,4,913,talk_id
65,3,250,411,12,338,1086,1152,353,6,41,2,323,12,914,Inspiring
59,7,1135,738,6,309,142,4185,85,22,46,13,103,9,915,Inspiring
209,53,1117,429,13,506,167,1072,320,129,129,189,1161,236,916,Persuasive
462,73,649,959,652,683,550,2626,202,259,400,129,1250,228,917,Inspiring
475,10,271,550,59,132,800,1743,467,42,31,6,239,25,918,Inspiring
113,11,36,259,9,255,26,161,62,27,64,2,25,9,919,talk_id
1942,28,932,695,327,211,76,5834,357,31,313,25,821,66,920,Inspiring
31,12,67,607,47,467,84,230,171,73,86,28,217,56,921,talk_id
8,38,14,153,18,443,52,70,21,138,137,11,250,20,922,talk_id
23,30,25,539,64,255,636,243,456,15,16,11,102,9,923,talk_id
143,6,8,320,19,256,355,214,182,11,132,60,45,112,924,talk_id
182,16,50,384,145,183,474,738,125,14,51,1,72,6,925,talk_id
69,21,777,1000,32,3467,246,1086,625,33,235,26,2514,74,926,Informative
229,8,338,26,2,24,10,385,37,7,20,13,30,25,927,talk_id
133,28,9,234,12,104,235,164,82,27,67,21,18,57,928,talk_id
67,5,30,330,32,230,366,250,82,6,62,10,36,50,929,talk_id
73,71,39,1032,168,673,173,248,179,48,73,7,161,47,930,Fascinating
1626,21,20,726,12,172,84,638,512,18,47,16,60,13,931,Beautiful
1125,9,402,922,295,275,33,889,617,4,30,3,219,6,932,Beautiful
37,15,3,468,8,336,581,216,311,7,24,7,87,9,933,talk_id
565,22,68,921,978,1041,167,1814,68,37,256,12,620,75,934,Inspiring
182,0,11,249,32,164,249,224,123,0,29,0,38,3,935,talk_id
77,12,5,183,175,179,32,250,7,78,83,20,18,19,936,talk_id
23,18,28,468,0,269,384,155,384,29,30,13,37,7,937,talk_id
548,8,64,445,54,92,557,597,290,15,33,3,43,6,938,talk_id
58,12,50,596,111,1494,94,359,61,17,142,1,178,22,939,Informative
527,5,18,597,91,262,24,173,222,4,54,11,15,9,940,talk_id
94,21,28,255,1410,1108,558,174,167,22,206,54,237,49,941,Funny
73,40,40,58,735,37,151,81,46,27,94,218,25,56,942,talk_id
448,35,23,618,62,195,487,570,239,42,78,19,35,36,943,talk_id
26,2,68,41,3,140,10,248,42,15,5,1,132,6,944,talk_id
135,11,258,94,9,151,5,320,39,17,35,26,43,34,945,talk_id
81,49,191,199,18,720,45,344,28,54,103,60,366,166,946,talk_id
545,0,14,89,6,2,27,188,161,6,26,2,4,4,947,talk_id
25,25,62,80,43,51,35,164,29,106,36,57,61,51,948,talk_id
62,5,86,187,14,82,275,363,166,6,23,1,44,13,949,talk_id
149,152,20,92,127,99,80,306,13,80,331,32,51,236,950,talk_id
91,144,49,1347,38,389,468,261,674,41,143,32,98,210,951,Fascinating
311,11,172,101,311,44,151,518,16,17,140,84,128,91,952,talk_id
26,34,77,109,22,176,36,289,19,102,108,76,227,123,953,talk_id
15,4,33,538,425,337,222,114,115,11,63,25,59,29,954,talk_id
1132,2,160,584,16,65,532,1060,362,41,94,46,26,38,955,Beautiful
13,26,54,107,4,162,146,126,30,24,60,59,104,159,956,talk_id
37,19,147,336,6,458,58,257,45,67,61,24,257,55,957,talk_id
130,3,812,45,16,142,6,559,104,3,56,9,159,37,958,talk_id
20,21,16,424,9,365,161,280,269,36,33,22,85,25,959,talk_id
172,15,55,231,488,21,461,334,181,23,28,28,10,23,960,talk_id
40,9,112,86,98,85,61,420,49,16,25,16,248,30,961,talk_id
645,11,24,321,12,135,13,131,140,13,150,37,25,59,962,talk_id
74,64,33,156,25,20,214,117,101,44,139,145,12,138,963,talk_id
292,13,14,132,4,5,37,134,54,46,46,27,9,46,964,talk_id
8,12,48,85,0,299,45,196,19,141,129,40,186,151,965,talk_id
261,80,96,807,6,402,149,399,90,67,207,28,74,152,966,talk_id
334,14,196,24,21,21,8,324,14,7,90,41,27,52,967,talk_id
110,13,3,252,0,220,30,100,21,31,66,6,15,29,968,talk_id
120,94,477,250,456,164,148,469,36,63,295,93,120,225,969,talk_id
52,25,440,43,7,57,19,496,38,16,39,96,211,131,970,talk_id
44,5,29,641,10,518,227,190,72,17,40,4,93,19,971,talk_id
41,0,232,110,21,237,40,438,75,8,21,6,225,7,972,talk_id
6685,7,120,199,5,92,266,491,28,1,48,2,50,29,973,Beautiful
322,25,680,528,1427,542,386,6171,111,30,560,36,1977,128,974,Inspiring
134,34,15,238,142,251,204,77,35,121,218,135,26,120,975,talk_id
564,0,14,513,136,396,45,72,47,23,62,5,13,4,976,talk_id
21,36,150,220,0,167,49,284,160,48,21,8,30,36,977,talk_id
110,14,7,126,11,136,30,114,19,13,131,21,23,53,978,talk_id
6,12,158,52,3,342,17,186,18,67,68,20,323,36,979,talk_id
21,25,208,135,5,266,57,253,33,21,42,8,281,42,980,talk_id
86,28,243,446,54,439,208,878,132,79,91,28,730,66,981,talk_id
63,0,179,35,15,97,7,194,8,7,17,3,31,6,982,talk_id
42,9,82,581,282,929,157,323,217,22,70,13,462,29,983,talk_id
1698,92,1000,499,24,242,138,2203,247,121,135,60,325,111,984,Inspiring
128,91,66,1729,158,1360,546,347,811,47,128,26,441,71,985,Fascinating
630,16,59,1197,110,260,1333,721,1487,24,119,13,73,20,986,Jaw-dropping
11,9,210,113,4,316,38,181,50,14,20,14,521,48,987,talk_id
50,54,17,661,33,644,313,175,211,62,101,12,263,99,988,talk_id
123,4,19,1125,568,960,204,426,127,10,112,7,413,15,989,Fascinating
47,9,130,54,9,258,42,486,82,40,42,8,306,34,990,talk_id
577,60,164,984,92,2027,229,2334,83,52,532,74,1219,132,991,Inspiring
12,17,31,348,26,314,80,102,52,25,227,44,90,160,992,talk_id
85,25,40,719,8,455,1235,539,482,63,104,16,154,119,993,Ingenious
32,38,30,440,17,624,93,174,48,107,178,125,187,389,994,talk_id
5,16,5,126,6,361,47,53,15,10,70,5,139,29,995,talk_id
31,25,157,320,708,837,89,162,138,9,118,87,521,232,996,talk_id
498,122,769,158,10,56,41,828,246,119,79,204,90,127,997,talk_id
33,8,36,148,19,319,99,373,30,13,78,5,283,49,998,talk_id
56,0,86,64,0,103,15,247,28,5,39,2,56,9,999,talk_id
118,6,331,95,11,75,71,777,119,51,30,20,288,43,1000,talk_id
61,14,13,202,9,366,37,117,19,7,150,7,42,25,1001,talk_id
1419,35,37,1646,527,116,1102,574,1324,41,226,40,116,100,1002,Fascinating
20,24,52,93,92,257,35,132,7,18,222,9,190,61,1003,talk_id
24,14,15,411,2,405,56,65,66,35,56,9,105,21,1004,talk_id
120,14,356,84,8,364,39,745,60,14,41,45,501,73,1005,talk_id
8,115,15,178,5,179,185,141,38,35,159,14,29,240,1006,talk_id
519,37,248,172,4,112,21,1076,53,80,100,58,202,72,1007,Inspiring
8,60,9,97,9,249,29,64,4,131,136,9,56,74,1008,talk_id
214,11,313,198,14,57,32,409,66,9,28,10,15,6,1009,talk_id
19,64,42,298,4,196,172,106,80,100,84,29,58,156,1010,talk_id
213,16,117,128,281,56,249,503,41,10,67,30,152,51,1011,talk_id
7,31,49,158,7,512,26,108,18,23,80,15,276,103,1012,talk_id
24,8,94,328,57,439,79,134,67,49,62,16,331,56,1013,talk_id
61,49,48,82,391,30,127,138,13,41,97,114,15,144,1014,talk_id
25,16,17,384,105,367,68,120,199,6,25,16,143,26,1015,talk_id
9,45,12,165,17,311,47,40,15,48,102,47,75,253,1016,talk_id
55,12,153,67,19,150,57,457,46,33,53,7,250,37,1017,talk_id
33,42,52,556,65,728,140,169,135,70,84,148,527,205,1018,talk_id
44,43,32,844,956,688,603,188,172,67,126,78,62,73,1019,talk_id
12,12,43,38,70,274,51,75,18,7,125,16,211,36,1020,talk_id
12,0,45,201,2,317,21,62,164,4,19,0,73,2,1021,talk_id
62,3,100,350,240,557,156,442,42,18,111,20,412,81,1022,talk_id
658,6,263,308,8,250,57,1321,138,18,39,3,430,29,1023,Inspiring
15,3,66,119,1,187,143,308,24,2,59,2,190,20,1024,talk_id
37,4,51,16,1,70,6,149,5,2,29,11,39,15,1025,talk_id
28,32,393,583,509,1535,128,260,243,26,60,28,1069,33,1026,Informative
251,22,4,42,8,7,3,35,54,35,82,37,4,53,1027,talk_id
298,38,140,202,59,605,42,387,54,59,197,35,142,68,1028,talk_id
13,55,10,284,21,215,194,93,69,53,40,26,67,37,1029,talk_id
125,31,134,355,91,559,350,1475,47,33,392,45,1061,194,1030,Inspiring
3854,138,4151,3364,783,1368,1197,17290,2051,158,863,134,2606,201,1031,Inspiring
44,6,41,256,11,494,570,511,185,15,47,27,318,18,1032,talk_id
170,5,17,80,18,34,27,153,15,8,28,9,35,16,1033,talk_id
161,19,21,949,355,852,159,463,68,67,110,26,251,62,1034,talk_id
263,17,4,304,32,221,84,235,28,51,91,16,112,67,1035,talk_id
3,5,20,51,159,165,3,36,11,8,67,11,2,26,1036,talk_id
140,95,174,2076,321,3306,406,866,221,139,493,63,1312,331,1037,Informative
104,18,319,414,155,256,546,406,208,26,51,34,234,69,1038,talk_id
661,10,952,1295,241,422,789,3192,770,26,146,30,548,34,1039,Inspiring
107,32,207,578,2,308,691,900,951,52,55,54,312,96,1040,talk_id
0,17,18,57,3,194,7,9,26,6,31,18,93,41,1041,talk_id
36,2,39,198,0,107,198,200,105,3,6,1,16,4,1042,talk_id
126,31,17,132,7,47,147,71,46,13,59,12,11,42,1043,talk_id
43,33,184,752,17,1499,87,523,279,61,105,33,1243,139,1044,Informative
219,91,77,1053,165,802,434,469,273,29,49,11,454,39,1045,Fascinating
60,34,142,458,46,524,92,260,72,72,123,45,292,123,1046,talk_id
35,1,107,135,0,153,168,304,90,4,14,0,109,9,1047,talk_id
315,4,6,224,25,22,123,259,76,39,38,5,17,6,1048,talk_id
22,38,140,127,360,122,191,61,32,192,119,62,31,83,1049,talk_id
210,16,35,779,185,622,161,561,135,42,59,33,336,102,1050,talk_id
20,3,29,115,10,100,140,79,47,5,39,1,32,36,1051,talk_id
45,60,12,679,107,583,187,139,70,75,59,17,204,56,1052,talk_id
174,7,7,257,467,13,258,83,137,22,117,32,3,54,1053,talk_id
10,2,90,35,7,114,9,107,36,6,30,4,120,6,1054,talk_id
39,5,110,81,86,252,62,297,40,8,50,4,313,7,1055,talk_id
71,24,11,517,17,327,193,135,174,12,53,10,73,38,1056,talk_id
245,12,23,407,393,38,505,248,85,8,48,5,11,7,1057,talk_id
82,6,37,221,2,175,178,217,74,10,62,3,64,8,1058,talk_id
57,34,19,423,7,478,148,142,114,28,73,4,30,13,1059,talk_id
306,9,320,309,2401,35,662,1369,91,16,51,20,118,22,1060,Funny
12,57,34,230,77,363,80,191,63,78,99,111,248,332,1061,talk_id
16,4,63,46,12,104,39,162,24,40,37,0,170,50,1062,talk_id
1115,16,54,970,12,475,192,657,701,28,97,63,104,58,1063,Beautiful
85,3,269,286,22,51,154,234,342,11,31,7,4,1,1064,talk_id
225,26,374,386,428,228,268,1064,335,23,361,65,122,76,1065,talk_id
15,9,11,316,5,252,79,117,109,11,19,2,65,9,1066,talk_id
63,36,31,86,557,55,96,281,11,45,155,30,93,58,1067,talk_id
29,18,49,219,149,316,103,311,72,17,71,28,310,90,1068,talk_id
301,17,477,110,36,101,23,1138,130,20,52,31,190,17,1069,Inspiring
25,5,35,647,696,570,180,170,106,16,74,30,220,24,1070,talk_id
101,2,12,237,37,121,355,144,72,8,93,5,25,32,1071,talk_id
61,30,13,106,427,141,144,73,23,31,212,105,19,173,1072,talk_id
92,4,69,250,12,405,537,881,53,5,52,24,275,32,1073,talk_id
938,14,1743,486,145,73,84,3203,446,33,100,30,320,20,1074,Inspiring
175,59,193,232,70,116,118,593,66,27,167,111,148,109,1075,talk_id
128,15,24,577,17,765,56,223,90,127,167,21,191,62,1076,talk_id
446,18,98,300,124,62,381,398,135,18,24,22,190,88,1077,talk_id
120,0,27,190,10,236,42,240,28,12,26,8,68,5,1078,talk_id
346,23,397,212,114,244,77,1379,39,113,205,35,375,80,1079,Inspiring
28,18,39,39,3,131,6,62,18,45,43,22,109,29,1080,talk_id
1228,27,185,346,62,25,92,787,180,44,68,47,45,42,1081,Beautiful
6,17,91,42,12,139,18,169,19,13,64,8,112,31,1082,talk_id
53,2,40,686,325,470,1443,957,420,4,31,8,161,8,1083,Ingenious
84,5,3,370,29,392,36,86,47,53,84,8,40,9,1084,talk_id
21,9,36,343,6,246,322,232,245,4,21,3,94,4,1085,talk_id
229,8,12,143,8,61,70,279,34,12,37,3,60,8,1086,talk_id
18,10,13,112,69,128,198,90,55,14,54,4,20,12,1087,talk_id
25,2,556,72,7,294,36,383,60,6,30,6,288,12,1088,talk_id
245,14,342,101,0,109,8,288,80,2,38,3,59,23,1089,talk_id
39,3,66,385,7,278,427,213,217,9,18,4,135,2,1090,talk_id
11,13,61,90,6,306,59,175,44,26,39,5,276,22,1091,talk_id
19,26,34,275,68,89,349,129,171,10,36,38,30,51,1092,talk_id
79,2,250,64,27,24,6,316,102,7,17,1,17,1,1093,talk_id
33,1,58,47,145,220,69,406,33,19,26,22,329,34,1094,talk_id
6,11,28,16,4,83,84,48,11,25,31,9,105,61,1095,talk_id
53,69,18,605,10,740,94,201,68,149,120,22,180,89,1096,talk_id
17,3,7,193,4,163,237,108,154,13,28,3,29,12,1097,talk_id
32,68,35,171,69,566,111,351,15,204,490,73,346,359,1098,talk_id
41,10,160,27,8,74,4,222,18,16,29,5,97,18,1099,talk_id
399,2,496,147,22,63,30,1001,108,10,20,4,107,8,1100,talk_id
15,57,42,93,549,231,80,148,25,120,303,106,58,300,1101,talk_id
563,21,524,717,54,590,127,2355,147,83,191,53,695,97,1102,Inspiring
31,26,100,315,7,502,85,311,94,72,84,42,577,77,1103,talk_id
54,38,17,93,401,62,275,59,33,70,136,80,25,149,1104,talk_id
33,22,13,32,20,63,25,187,19,21,55,5,111,48,1105,talk_id
21,3,16,111,13,109,141,122,45,17,41,29,78,14,1106,talk_id
18,80,55,155,194,173,137,118,40,89,102,55,220,194,1107,talk_id
22,14,56,97,13,114,89,303,74,10,11,7,58,13,1108,talk_id
6,7,66,23,0,98,10,163,6,23,25,3,206,11,1109,talk_id
480,14,8,879,8,364,233,224,669,8,37,3,39,6,1110,talk_id
115,2,26,6,0,5,3,84,9,4,31,19,21,8,1111,talk_id
9,11,30,364,1,498,276,234,272,6,38,6,364,31,1112,talk_id
69,1,38,21,6,7,13,105,20,2,9,1,14,1,1113,talk_id
2,7,8,42,1,85,167,73,27,3,23,7,36,24,1114,talk_id
217,36,519,685,258,432,474,1302,104,68,120,101,1070,322,1115,Inspiring
11,13,158,104,5,600,14,63,110,14,95,9,279,24,1116,talk_id
33,16,389,202,25,1430,72,516,284,21,38,20,1210,37,1117,Informative
37,13,40,281,42,930,118,227,53,40,123,22,390,20,1118,talk_id
43,32,19,193,41,146,106,40,32,35,92,24,10,44,1119,talk_id
7,16,16,80,23,135,106,102,29,17,26,10,59,24,1120,talk_id
135,52,62,534,33,408,123,745,51,72,215,18,362,132,1121,talk_id
44,11,10,342,11,384,209,154,223,79,80,20,55,45,1122,talk_id
74,2,349,93,59,24,14,479,112,14,28,9,52,13,1123,talk_id
120,4,1659,175,20,359,41,960,154,25,46,4,382,21,1124,Courageous
64,2,108,50,11,90,11,400,25,10,27,7,176,16,1125,talk_id
273,8,67,316,96,103,522,576,258,9,31,30,100,7,1126,talk_id
17,5,9,266,29,333,363,81,66,18,55,12,40,14,1127,talk_id
124,21,667,257,17,343,63,923,122,62,148,45,834,217,1128,talk_id
12,1,23,188,3,190,182,159,138,11,8,4,76,30,1129,talk_id
1007,61,471,2529,7315,3886,1162,11213,683,78,206,61,3426,82,1130,Inspiring
12,2,12,42,2,105,130,83,10,7,27,3,44,15,1131,talk_id
9,9,4,272,23,129,102,78,46,35,33,7,71,14,1132,talk_id
280,6,44,500,45,249,26,564,96,32,45,9,212,7,1133,talk_id
15,4,43,28,12,96,35,136,23,11,45,9,74,30,1134,talk_id
251,35,215,600,75,857,287,1380,116,100,226,49,702,91,1135,Inspiring
22,94,5,351,13,542,65,64,37,25,103,8,40,13,1136,talk_id
1,18,35,40,18,291,7,18,40,37,42,12,222,60,1137,talk_id
64,11,64,47,9,92,17,164,13,13,45,10,44,32,1138,talk_id
28,6,28,558,763,749,174,51,132,30,22,8,247,1,1139,talk_id
334,11,21,473,75,178,387,449,149,44,176,26,31,43,1140,talk_id
737,26,297,443,1156,229,200,3779,176,23,94,21,847,34,1141,Inspiring
32,0,147,61,4,45,5,204,21,10,22,9,62,10,1142,talk_id
4,11,67,81,6,292,11,73,114,9,26,6,195,23,1143,talk_id
107,68,45,153,1337,527,96,238,21,136,418,425,137,519,1144,Funny
38,2,5,0,8,0,6,14,4,3,30,7,2,4,1145,talk_id
2,8,2,15,6,50,38,29,4,3,27,2,38,17,1146,talk_id
19,9,8,68,33,168,39,29,19,19,40,0,16,6,1147,talk_id
2,3,5,24,0,84,13,37,4,8,27,0,40,15,1148,talk_id
117,16,516,116,9,660,22,528,763,57,54,62,893,95,1149,talk_id
138,2,15,109,15,145,5,169,17,20,49,5,90,18,1150,talk_id
111,22,74,645,13,563,35,424,114,46,83,21,147,17,1151,talk_id
21,19,10,79,272,164,110,164,15,47,74,22,184,46,1152,talk_id
282,32,32,158,15,36,122,212,34,33,110,32,29,85,1153,talk_id
15,32,27,76,34,389,59,167,14,75,125,27,265,41,1154,talk_id
353,6,448,130,20,46,15,628,91,4,48,7,40,14,1155,talk_id
11,9,18,294,47,619,81,53,316,27,102,7,146,6,1156,talk_id
131,20,22,178,170,341,19,283,19,40,78,8,152,29,1157,talk_id
31,11,15,304,1011,517,54,208,41,14,152,22,79,38,1158,talk_id
40,5,5,84,1,125,7,45,29,7,15,2,37,2,1159,talk_id
